1, 26, 51452, 73, 1108, 2, 1, 824
1, 2, 74732, 28, 2666, 4, 3, 126
0, 28, 44714, 19, 1304, 3, 2, 25
0, 36, 95336, 88, 2080, 10, 4, 655
1, 30, 71560, 23, 1373, 6, 1, 710
1, 32, 12075, 12, 264, 3, 3, 357
1, 27, 19071, 88, 454, 4, 3, 579
1, 21, 52410, 91, 988, 8, 4, 895
1, 39, 36033, 25, 3871, 6, 2, 342
0, 5, 25798, 71, 2038, 9, 2, 259
1, 79, 10712, 93, 559, 4, 2, 356
0, 41, 22788, 68, 3232, 6, 4, 807
1, 17, 18518, 40, 4422, 1, 3, 213
0, 51, 81063, 97, 2726, 6, 3, 382
1, 34, 91234, 61, 3105, 5, 1, 244
1, 88, 48906, 97, 2532, 2, 3, 162
0, 38, 32491, 43, 1533, 6, 4, 924
1, 70, 35529, 70, 1946, 4, 2, 703
1, 31, 13583, 20, 97, 6, 2, 451
0, 35, 47030, 14, 1280, 2, 4, 848
1, 13, 48027, 34, 1133, 4, 4, 152
0, 79, 69371, 56, 1489, 7, 1, 425
1, 74, 69855, 27, 85, 4, 4, 116
1, 12, 75128, 51, 594, 7, 1, 400
1, 24, 67670, 99, 3153, 8, 3, 786
1, 28, 60301, 63, 2760, 10, 4, 344
0, 40, 78939, 36, 948, 8, 4, 378
0, 42, 55443, 68, 2653, 5, 1, 612
1, 15, 32447, 99, 3982, 9, 4, 504
0, 47, 70022, 78, 2601, 9, 3, 287
0, 91, 11992, 51, 109, 3, 3, 420
0, 93, 65181, 78, 739, 9, 2, 997
0, 82, 17972, 65, 2927, 3, 2, 170
1, 95, 77379, 62, 2643, 2, 4, 960
0, 79, 24006, 100, 2286, 10, 1, 346
1, 73, 31068, 55, 3349, 6, 1, 295
1, 55, 43810, 69, 2142, 2, 2, 570
1, 2, 66260, 79, 2664, 1, 2, 988
0, 94, 47033, 18, 1472, 7, 3, 176
0, 42, 64862, 16, 2197, 1, 4, 742
1, 28, 36306, 99, 4695, 3, 4, 894
0, 21, 39936, 27, 2507, 1, 3, 955
0, 59, 83043, 13, 3724, 10, 3, 817
0, 14, 47332, 78, 1237, 10, 1, 298
0, 72, 50699, 27, 492, 4, 3, 928
0, 49, 87986, 41, 1825, 3, 2, 770
1, 86, 91562, 39, 3453, 1, 2, 579
1, 32, 85304, 13, 803, 7, 2, 665
1, 3, 15254, 40, 1719, 8, 2, 47
0, 43, 19594, 27, 1325, 3, 4, 812
0, 39, 20430, 45, 3670, 6, 2, 967
0, 43, 83935, 96, 2362, 4, 4, 956
0, 33, 38281, 11, 2843, 7, 1, 222
1, 50, 65283, 61, 4864, 5, 3, 973
1, 49, 79296, 89, 4086, 2, 3, 603
0, 89, 33923, 52, 3189, 4, 3, 762
1, 98, 37219, 19, 4725, 6, 1, 516
1, 25, 42232, 54, 491, 9, 3, 765
0, 4, 81366, 85, 4315, 9, 1, 630
1, 68, 65155, 93, 4486, 6, 4, 361
0, 76, 90202, 21, 1474, 7, 3, 186
0, 55, 68282, 74, 2051, 2, 3, 469
1, 84, 80902, 45, 1528, 4, 2, 456
1, 83, 80136, 71, 4779, 1, 1, 892
1, 90, 95655, 22, 1175, 10, 2, 467
0, 83, 52168, 70, 2808, 2, 2, 540
1, 59, 44574, 52, 1862, 8, 2, 668
1, 2, 53483, 71, 243, 7, 2, 372
1, 56, 39409, 26, 4451, 2, 2, 296
0, 12, 94909, 38, 1585, 1, 3, 136
0, 32, 85332, 93, 806, 3, 3, 744
1, 99, 42611, 79, 1264, 6, 4, 155
1, 39, 24553, 52, 550, 9, 1, 31
1, 88, 30693, 23, 322, 10, 1, 308
1, 54, 66688, 21, 1497, 6, 4, 935
1, 77, 61811, 74, 2106, 6, 3, 624
0, 86, 61447, 68, 2799, 4, 3, 639
1, 59, 73269, 93, 1080, 10, 2, 146
1, 64, 86221, 91, 3825, 9, 4, 810
0, 61, 95706, 55, 1353, 7, 3, 851
0, 17, 19843, 99, 2729, 4, 2, 149
1, 21, 16726, 76, 3902, 5, 4, 302
1, 43, 96412, 52, 4848, 5, 1, 591
0, 31, 94074, 62, 3989, 5, 1, 34
0, 78, 17909, 30, 3171, 8, 4, 216
1, 95, 22939, 83, 128, 8, 2, 800
0, 54, 43466, 57, 3001, 5, 2, 704
0, 59, 10616, 85, 1077, 4, 3, 213
1, 44, 17857, 18, 477, 2, 3, 60
1, 75, 36904, 33, 2562, 2, 4, 235
0, 51, 55433, 99, 1103, 8, 4, 216
1, 77, 45186, 83, 2286, 9, 4, 90
0, 75, 26337, 65, 1228, 9, 1, 657
0, 64, 78717, 79, 894, 5, 4, 29
1, 34, 82317, 50, 2737, 3, 1, 234
1, 90, 91191, 51, 2071, 10, 3, 389
0, 93, 93694, 69, 4323, 3, 3, 79
1, 58, 50899, 33, 2382, 8, 2, 218
1, 57, 67433, 47, 1660, 3, 2, 539
1, 17, 74716, 27, 3041, 4, 3, 908
1, 52, 65003, 54, 2574, 4, 3, 262
1, 69, 32731, 47, 3505, 10, 4, 566
1, 51, 70874, 88, 4285, 8, 2, 564
1, 50, 58899, 88, 3049, 3, 1, 358
1, 48, 23167, 84, 1028, 8, 4, 517
1, 79, 93294, 31, 569, 7, 2, 502
0, 91, 12145, 81, 3689, 6, 4, 917
1, 23, 93122, 97, 2538, 7, 1, 246
0, 96, 30438, 68, 4885, 2, 4, 137
1, 75, 70488, 84, 372, 1, 4, 868
