1, 38, 63371, 70, 537, 2, 3, 926
0, 86, 88499, 91, 2208, 1, 1, 739
0, 53, 38268, 95, 4580, 4, 2, 113
1, 58, 39614, 49, 4311, 7, 4, 518
1, 77, 98028, 73, 3889, 3, 2, 140
0, 74, 22840, 42, 1457, 2, 4, 837
1, 32, 44037, 81, 1789, 5, 1, 794
1, 62, 16857, 18, 1358, 2, 1, 916
1, 95, 97901, 73, 4365, 6, 2, 67
1, 15, 20458, 84, 3750, 8, 2, 333
0, 48, 40088, 87, 4414, 4, 2, 776
1, 24, 14555, 53, 4729, 9, 1, 564
1, 27, 54349, 32, 584, 2, 1, 828
0, 93, 13321, 12, 1404, 7, 4, 510
0, 61, 13577, 58, 1574, 2, 4, 416
1, 84, 84577, 100, 2254, 4, 4, 357
1, 59, 23395, 61, 4988, 10, 3, 308
1, 70, 33984, 80, 4694, 10, 1, 856
0, 64, 12674, 45, 800, 1, 1, 47
1, 76, 63794, 39, 4827, 9, 4, 665
0, 95, 34368, 66, 1542, 9, 2, 492
1, 65, 98912, 41, 4335, 8, 2, 656
0, 89, 51230, 100, 1396, 5, 4, 225
0, 21, 47812, 34, 66, 6, 2, 840
0, 66, 41055, 10, 2952, 2, 4, 888
0, 59, 63702, 28, 1802, 2, 4, 753
0, 12, 65854, 73, 4855, 9, 1, 672
0, 45, 22013, 46, 4323, 6, 4, 450
0, 29, 81486, 54, 4283, 10, 2, 723
0, 25, 83746, 45, 3126, 1, 2, 131
1, 4, 64150, 41, 2154, 1, 4, 83
0, 21, 87048, 23, 2815, 7, 2, 429
1, 22, 41311, 48, 1404, 5, 2, 894
1, 83, 63780, 19, 3177, 3, 2, 435
1, 24, 75961, 29, 779, 8, 3, 93
1, 6, 54348, 56, 396, 2, 1, 305
0, 78, 15416, 42, 1171, 5, 3, 804
1, 37, 28477, 59, 3201, 5, 3, 21
1, 23, 34290, 53, 2833, 5, 4, 396
1, 6, 19694, 16, 4714, 7, 2, 81
0, 25, 69731, 92, 2236, 4, 2, 185
0, 48, 96241, 60, 2665, 6, 1, 283
0, 59, 45315, 53, 4780, 4, 1, 133
1, 85, 27007, 30, 393, 9, 3, 656
0, 35, 31327, 79, 3338, 3, 2, 442
1, 23, 21659, 54, 4890, 4, 2, 400
1, 98, 29936, 88, 3716, 1, 1, 827
0, 54, 70472, 23, 4735, 8, 3, 393
0, 50, 48654, 91, 200, 7, 1, 416
1, 71, 82253, 57, 2437, 1, 2, 700
0, 8, 24909, 23, 132, 5, 3, 890
1, 69, 17731, 98, 221, 7, 3, 860
1, 41, 81465, 99, 171, 2, 3, 164
1, 59, 61898, 35, 3823, 10, 4, 164
0, 44, 94067, 48, 232, 4, 2, 869
0, 24, 84459, 60, 395, 3, 2, 278
1, 89, 96543, 53, 605, 9, 4, 699
0, 25, 50772, 12, 4556, 4, 2, 17
0, 22, 70606, 44, 3728, 6, 1, 713
1, 13, 96861, 68, 4234, 7, 1, 934
1, 50, 10826, 86, 4948, 1, 2, 11
1, 36, 48896, 98, 916, 1, 2, 165
0, 84, 88505, 91, 690, 3, 3, 72
1, 34, 20553, 64, 2904, 5, 2, 113
0, 21, 48457, 53, 553, 1, 3, 533
1, 4, 66974, 91, 4382, 10, 2, 831
1, 81, 24503, 72, 4812, 2, 3, 234
0, 74, 35351, 18, 776, 3, 2, 66
0, 60, 34181, 50, 4046, 8, 2, 136
1, 85, 45919, 82, 3834, 4, 3, 52
0, 76, 41171, 88, 4542, 7, 4, 844
0, 95, 59292, 13, 3765, 1, 2, 844
1, 38, 27040, 99, 330, 3, 4, 583
0, 6, 14395, 58, 1590, 7, 4, 276
1, 36, 47056, 91, 286, 4, 1, 187
0, 26, 77957, 48, 4127, 5, 3, 557
1, 87, 62460, 47, 4124, 8, 3, 78
1, 16, 34889, 15, 234, 1, 4, 507
1, 46, 64353, 91, 4409, 7, 1, 435
0, 22, 20874, 78, 3505, 7, 2, 183
