0, 74, 58738, 88, 1787, 4, 1, 181
1, 15, 70184, 100, 1811, 1, 1, 567
1, 53, 76363, 97, 1109, 1, 1, 648
0, 59, 45072, 32, 4875, 6, 1, 869
1, 53, 80002, 50, 3428, 5, 4, 105
1, 94, 83408, 63, 1931, 7, 3, 628
0, 7, 92157, 81, 4365, 10, 4, 112
0, 47, 55447, 32, 169, 3, 2, 36
1, 43, 31212, 33, 4484, 5, 4, 741
0, 30, 74924, 49, 4775, 10, 1, 165
1, 71, 84854, 21, 1077, 10, 1, 609
1, 15, 66618, 21, 2141, 6, 3, 189
0, 89, 16441, 92, 1257, 2, 4, 41
1, 88, 41039, 42, 2078, 7, 3, 911
1, 17, 72106, 46, 3347, 7, 2, 722
0, 60, 77877, 19, 36, 4, 4, 930
0, 37, 68238, 61, 2771, 2, 4, 701
0, 19, 69727, 49, 2603, 10, 2, 36
1, 50, 32758, 92, 360, 2, 3, 690
1, 25, 14607, 56, 958, 5, 2, 484
