0, 54, 78088, 21, 4915, 2, 2, 103
1, 6, 25176, 62, 4979, 1, 4, 56
1, 89, 60541, 87, 2315, 10, 1, 401
1, 42, 88425, 14, 742, 2, 4, 974
0, 16, 66429, 27, 58, 8, 3, 139
0, 32, 22184, 56, 4131, 6, 4, 925
0, 100, 70470, 46, 3087, 7, 2, 645
0, 55, 74266, 54, 4263, 8, 2, 336
1, 35, 35887, 83, 2744, 10, 1, 372
1, 91, 26266, 68, 2868, 9, 1, 756
1, 93, 19921, 68, 4173, 8, 3, 212
1, 46, 59417, 15, 2307, 5, 4, 197
1, 21, 91051, 49, 3645, 1, 2, 137
1, 31, 93279, 88, 2126, 6, 4, 520
0, 31, 44698, 77, 2261, 10, 3, 756
0, 44, 74626, 66, 4579, 2, 4, 418
0, 55, 75547, 66, 791, 3, 2, 845
0, 34, 91926, 73, 4112, 1, 1, 261
0, 90, 54519, 17, 4374, 3, 1, 454
1, 46, 99321, 80, 1253, 1, 4, 339
1, 21, 87258, 29, 3506, 5, 3, 729
1, 1, 61667, 25, 2623, 7, 1, 65
0, 25, 54127, 14, 4015, 8, 4, 505
1, 41, 53663, 35, 1481, 3, 3, 469
0, 47, 91618, 95, 4282, 1, 1, 3
1, 64, 26339, 25, 2838, 2, 4, 666
1, 49, 51394, 44, 1573, 1, 2, 837
0, 62, 50569, 19, 1044, 10, 2, 703
1, 33, 28708, 71, 1831, 6, 4, 571
1, 36, 21959, 34, 4233, 1, 3, 325
1, 23, 64293, 47, 4295, 1, 1, 268
0, 38, 64337, 52, 3192, 2, 1, 869
1, 58, 24913, 12, 3402, 10, 3, 874
1, 37, 75182, 58, 1495, 3, 1, 924
0, 58, 11749, 34, 4525, 6, 3, 703
1, 26, 44178, 36, 2235, 2, 2, 808
1, 5, 18521, 61, 1307, 10, 1, 319
1, 57, 29271, 73, 3944, 8, 2, 76
0, 75, 25422, 29, 1151, 1, 4, 145
0, 38, 64456, 81, 1760, 9, 1, 851
1, 58, 86455, 81, 3559, 7, 3, 565
0, 64, 74253, 36, 1970, 10, 4, 644
1, 62, 28154, 100, 3323, 9, 2, 764
0, 35, 25964, 24, 3024, 9, 1, 465
1, 8, 10566, 23, 112, 7, 4, 109
0, 46, 95250, 83, 4418, 2, 1, 560
0, 35, 87446, 60, 4388, 2, 1, 388
0, 68, 86840, 41, 3441, 6, 1, 583
0, 40, 72300, 59, 1250, 2, 2, 535
0, 78, 97280, 14, 834, 2, 4, 795
1, 69, 61516, 89, 4423, 7, 2, 147
1, 25, 38065, 31, 1933, 7, 4, 652
1, 26, 56090, 32, 1398, 5, 1, 908
0, 86, 96247, 95, 2995, 9, 1, 897
1, 55, 92685, 50, 925, 10, 4, 414
1, 44, 39232, 96, 1790, 9, 3, 831
1, 37, 13113, 61, 4165, 2, 2, 325
1, 71, 75042, 16, 2341, 3, 3, 681
0, 70, 35414, 91, 731, 8, 3, 469
1, 56, 57444, 58, 1082, 9, 2, 808
0, 88, 70666, 48, 3855, 10, 4, 824
1, 11, 86062, 28, 661, 3, 1, 180
0, 39, 10941, 46, 82, 6, 1, 704
0, 92, 79955, 78, 4164, 5, 4, 481
1, 74, 42490, 39, 4030, 2, 4, 116
0, 63, 30084, 76, 1321, 3, 4, 799
0, 48, 13191, 59, 4036, 5, 2, 986
1, 81, 76888, 42, 465, 7, 1, 376
0, 89, 66407, 77, 479, 2, 3, 442
0, 67, 31080, 47, 4604, 10, 1, 44
1, 70, 69406, 91, 1574, 2, 4, 567
1, 56, 27589, 28, 1399, 9, 3, 726
0, 81, 26717, 82, 670, 4, 3, 529
1, 21, 68801, 62, 878, 6, 3, 761
1, 95, 37570, 33, 4523, 5, 2, 809
0, 29, 50542, 98, 1046, 5, 4, 201
0, 23, 96453, 95, 90, 3, 2, 297
0, 69, 96548, 76, 4552, 2, 2, 484
0, 65, 40971, 20, 1589, 2, 1, 249
0, 82, 90102, 88, 4932, 10, 2, 468
1, 8, 62130, 95, 2611, 2, 4, 183
1, 23, 58249, 51, 1028, 3, 2, 127
0, 14, 20810, 46, 3465, 7, 4, 431
0, 71, 98670, 97, 806, 5, 4, 518
1, 85, 36089, 68, 4137, 1, 1, 134
0, 68, 52369, 36, 4235, 5, 1, 540
0, 17, 40451, 37, 2912, 1, 4, 550
1, 8, 92068, 75, 936, 4, 4, 839
0, 29, 73620, 34, 967, 8, 4, 427
0, 14, 31854, 46, 456, 8, 2, 186
1, 84, 91789, 38, 1300, 8, 4, 59
0, 89, 24822, 80, 1873, 9, 1, 444
1, 59, 59731, 50, 924, 6, 2, 333
1, 6, 81326, 25, 2751, 7, 1, 510
1, 12, 27014, 26, 887, 9, 2, 240
0, 72, 84658, 10, 4064, 9, 3, 844
1, 43, 79075, 56, 288, 4, 2, 619
1, 100, 40308, 25, 2465, 1, 1, 136
0, 28, 50747, 22, 4727, 10, 4, 1
0, 87, 59595, 31, 1800, 1, 2, 942
1, 94, 26881, 61, 3675, 5, 4, 135
0, 3, 41857, 55, 1842, 9, 3, 592
0, 25, 57996, 95, 2762, 9, 4, 528
0, 16, 42548, 50, 343, 1, 3, 990
0, 75, 26330, 95, 1620, 6, 3, 832
0, 25, 45706, 30, 2533, 10, 2, 69
0, 21, 39550, 32, 3234, 7, 2, 683
0, 52, 22754, 36, 4629, 6, 3, 380
0, 56, 23202, 85, 4998, 10, 2, 477
0, 95, 42805, 20, 2356, 10, 4, 271
1, 85, 37212, 15, 3458, 5, 2, 113
0, 23, 84846, 39, 2894, 4, 4, 452
1, 10, 40773, 58, 35, 10, 4, 75
1, 34, 83656, 71, 1649, 10, 4, 650
0, 80, 18209, 81, 4134, 3, 2, 5
1, 7, 93107, 36, 2736, 5, 1, 866
0, 87, 98121, 20, 1083, 9, 2, 442
0, 84, 50678, 75, 4623, 7, 1, 772
0, 30, 28064, 26, 3074, 10, 4, 299
0, 99, 59466, 57, 566, 4, 1, 878
0, 59, 20985, 29, 3821, 9, 2, 564
0, 14, 93237, 56, 3, 6, 4, 391
1, 67, 74556, 38, 4677, 7, 3, 210
1, 24, 88119, 68, 4087, 2, 3, 621
0, 80, 27789, 96, 1473, 4, 4, 271
1, 2, 76775, 42, 61, 5, 4, 447
0, 23, 23763, 17, 696, 9, 3, 920
1, 25, 86754, 90, 471, 4, 2, 82
0, 36, 96855, 61, 3079, 3, 3, 599
0, 4, 50058, 44, 3986, 5, 4, 73
0, 85, 43938, 46, 1187, 6, 1, 692
0, 78, 52045, 55, 4088, 8, 4, 533
1, 8, 30061, 69, 4031, 5, 2, 471
1, 49, 10710, 46, 2107, 3, 2, 131
0, 7, 20144, 63, 3646, 9, 2, 347
1, 90, 13662, 31, 373, 4, 3, 321
1, 26, 92651, 25, 816, 7, 2, 253
1, 36, 43905, 32, 4861, 10, 1, 75
1, 91, 41402, 84, 2067, 6, 3, 988
1, 26, 39692, 64, 1493, 4, 2, 667
1, 90, 21831, 24, 326, 4, 2, 843
1, 73, 54751, 16, 47, 8, 2, 242
0, 78, 37539, 84, 292, 1, 2, 852
0, 12, 65147, 98, 1647, 6, 1, 24
1, 24, 59302, 56, 352, 6, 1, 402
1, 40, 11477, 84, 1164, 10, 1, 851
1, 8, 12934, 44, 4584, 6, 2, 978
0, 66, 55838, 92, 2847, 5, 1, 137
1, 13, 39421, 18, 1208, 10, 1, 519
0, 82, 12213, 69, 4239, 6, 2, 426
0, 22, 49385, 38, 1825, 9, 4, 650
0, 82, 74080, 89, 1306, 7, 2, 254
0, 98, 69519, 27, 4225, 3, 4, 483
0, 62, 17067, 52, 2003, 5, 2, 252
0, 87, 10612, 20, 2011, 9, 1, 544
0, 75, 61614, 25, 3675, 9, 1, 165
0, 37, 92799, 21, 2015, 7, 1, 531
1, 98, 33387, 94, 596, 10, 3, 120
1, 74, 94790, 68, 1687, 8, 4, 590
0, 100, 18684, 20, 4484, 8, 4, 592
1, 1, 16912, 49, 443, 9, 2, 718
0, 43, 94658, 57, 1540, 5, 2, 429
1, 16, 90414, 84, 452, 6, 4, 36
1, 92, 64378, 41, 1207, 8, 2, 902
0, 81, 70598, 25, 4465, 2, 3, 528
1, 92, 43088, 47, 4249, 5, 2, 399
0, 77, 16396, 19, 1921, 8, 1, 206
1, 99, 19222, 20, 54, 10, 2, 895
1, 55, 21008, 83, 2852, 5, 2, 251
0, 74, 62304, 17, 1382, 4, 4, 568
0, 78, 86237, 47, 2981, 3, 3, 727
0, 96, 90672, 34, 1057, 3, 2, 649
1, 71, 64488, 59, 4289, 1, 1, 180
0, 31, 73719, 86, 2860, 10, 2, 183
0, 55, 27815, 40, 4006, 1, 1, 628
1, 24, 55993, 89, 3985, 8, 1, 124
1, 94, 16940, 71, 1708, 1, 2, 591
1, 55, 39528, 24, 4864, 6, 4, 678
0, 59, 74832, 55, 3581, 1, 4, 736
0, 30, 68380, 41, 4677, 8, 3, 587
1, 64, 47469, 51, 4362, 6, 4, 393
1, 57, 20343, 45, 4038, 4, 3, 693
1, 15, 80019, 13, 3993, 9, 2, 111
1, 1, 76413, 13, 3689, 9, 2, 907
0, 83, 18021, 69, 2275, 7, 3, 672
0, 88, 81910, 59, 1227, 3, 4, 553
0, 15, 49894, 25, 1151, 8, 2, 416
1, 80, 16289, 27, 4784, 9, 3, 362
1, 36, 63385, 27, 261, 10, 1, 145
0, 94, 72704, 58, 509, 7, 2, 574
0, 40, 51190, 12, 1380, 2, 2, 155
0, 84, 60127, 33, 2899, 1, 1, 179
1, 29, 87840, 51, 349, 3, 1, 88
1, 2, 25833, 51, 3548, 5, 1, 483
0, 18, 99777, 16, 3691, 6, 4, 11
0, 45, 23146, 72, 3047, 5, 1, 330
0, 14, 67740, 72, 3102, 4, 1, 343
0, 25, 41327, 59, 2171, 3, 3, 139
0, 24, 41543, 92, 1250, 1, 1, 982
1, 26, 25656, 59, 1643, 2, 3, 599
0, 60, 97775, 64, 3134, 5, 1, 326
0, 96, 38190, 28, 476, 8, 4, 321
1, 44, 47159, 94, 3487, 4, 3, 541
0, 58, 90909, 20, 2780, 4, 2, 476
1, 49, 91828, 55, 347, 3, 4, 729
1, 52, 91510, 95, 3655, 4, 3, 949
0, 89, 39590, 30, 3669, 2, 4, 659
0, 7, 81247, 40, 3041, 8, 3, 599
0, 9, 90176, 90, 4406, 6, 4, 630
0, 75, 29244, 94, 2508, 1, 2, 887
0, 6, 50821, 18, 2768, 1, 4, 676
0, 97, 55131, 46, 4112, 9, 3, 812
1, 85, 43128, 11, 4558, 6, 4, 807
0, 72, 63629, 40, 1155, 2, 3, 907
1, 49, 10131, 56, 4831, 9, 4, 475
1, 76, 45595, 47, 4368, 4, 4, 36
1, 29, 81892, 10, 1468, 5, 3, 731
1, 100, 59316, 16, 2087, 6, 1, 68
0, 93, 83277, 83, 1607, 6, 1, 912
1, 56, 83832, 58, 2470, 7, 1, 145
0, 67, 88785, 30, 4165, 5, 3, 190
1, 37, 86505, 70, 2859, 4, 4, 145
1, 39, 28459, 92, 305, 9, 3, 284
1, 65, 30186, 16, 789, 3, 2, 751
1, 57, 17211, 25, 3133, 6, 2, 200
1, 26, 30694, 100, 13, 10, 3, 405
0, 53, 93423, 53, 1997, 10, 1, 226
1, 48, 20789, 58, 296, 3, 3, 482
1, 39, 24016, 95, 1566, 5, 4, 772
0, 28, 87313, 69, 1593, 6, 4, 768
0, 1, 24761, 57, 4285, 5, 3, 528
1, 97, 95535, 79, 2204, 8, 2, 446
1, 19, 73034, 19, 4, 9, 2, 489
0, 39, 76078, 32, 2611, 9, 2, 200
0, 72, 97008, 52, 4618, 3, 4, 847
0, 34, 71435, 38, 58, 10, 4, 526
0, 44, 61846, 83, 968, 2, 2, 700
0, 72, 33863, 10, 3486, 3, 2, 358
0, 92, 60376, 98, 3738, 10, 1, 100
1, 69, 54201, 17, 1710, 9, 3, 12
1, 53, 96765, 86, 1350, 4, 3, 278
1, 28, 80203, 27, 330, 4, 2, 498
1, 56, 97629, 80, 4456, 6, 1, 64
1, 54, 11780, 75, 965, 10, 2, 516
0, 49, 44799, 92, 1154, 5, 3, 317
1, 32, 90454, 85, 1199, 8, 3, 22
0, 19, 30434, 93, 3704, 3, 4, 702
0, 55, 27307, 31, 3802, 4, 4, 199
0, 41, 78396, 40, 1988, 4, 1, 594
0, 48, 20904, 71, 3679, 5, 2, 859
0, 29, 58168, 56, 1994, 3, 3, 632
1, 8, 56235, 47, 447, 3, 4, 430
1, 3, 62996, 35, 2226, 5, 2, 81
0, 14, 77657, 66, 3340, 5, 4, 507
1, 39, 18230, 18, 4800, 3, 2, 87
1, 43, 99357, 66, 4099, 1, 2, 173
1, 44, 19163, 37, 1319, 10, 2, 517
1, 30, 84853, 14, 3437, 6, 4, 649
1, 61, 23285, 83, 2059, 5, 1, 574
1, 5, 28063, 35, 3150, 6, 2, 357
1, 38, 22913, 88, 3092, 3, 1, 86
0, 66, 37813, 29, 642, 7, 4, 468
